tweet_id,timestamp_time,timestamp_date,rating_numerator,rating_denominator_1,p1,p1_conf,p1_dog,p1_conf_level
872261713294495745,01:19:32,2017-06-07,13,10,Labrador_retriever,0.972019,True,very confidence
871879754684805121,00:01:46,2017-06-06,13,10,Shetland_sheepdog,0.969171,True,very confidence
871762521631449091,16:15:56,2017-06-05,12,10,Labrador_retriever,0.921393,True,very confidence
871515927908634625,23:56:03,2017-06-04,12,10,komondor,0.974781,True,very confidence
870656317836468226,15:00:16,2017-06-02,13,10,Pembroke,0.945495,True,very confidence
870374049280663552,20:18:38,2017-06-01,13,10,golden_retriever,0.841001,True,very confidence
870308999962521604,16:00:09,2017-06-01,13,10,Greater_Swiss_Mountain_dog,0.6227520000000001,True,confidence
869772420881756160,04:27:59,2017-05-31,13,10,Pembroke,0.980148,True,very confidence
869702957897576449,23:51:58,2017-05-30,13,10,Pembroke,0.993449,True,very confidence
869596645499047938,16:49:31,2017-05-30,12,10,Chihuahua,0.955156,True,very confidence
869227993411051520,16:24:37,2017-05-29,13,10,Pembroke,0.664181,True,confidence
868622495443632128,00:18:35,2017-05-28,13,10,Labrador_retriever,0.868107,True,very confidence
867900495410671616,00:29:37,2017-05-26,12,10,Labrador_retriever,0.522644,True,confidence
867774946302451713,16:10:44,2017-05-25,13,10,Border_collie,0.661953,True,confidence
867421006826221569,16:44:18,2017-05-24,12,10,Eskimo_dog,0.6164569999999999,True,confidence
866686824827068416,16:06:55,2017-05-22,12,10,flat-coated_retriever,0.51473,True,confidence
866450705531457537,00:28:40,2017-05-22,13,10,French_bulldog,0.905334,True,very confidence
866334964761202691,16:48:45,2017-05-21,12,10,Samoyed,0.984086,True,very confidence
865718153858494464,23:57:46,2017-05-19,13,10,golden_retriever,0.673664,True,confidence
865359393868664832,00:12:11,2017-05-19,13,10,Chesapeake_Bay_retriever,0.832435,True,confidence
865006731092295680,00:50:50,2017-05-18,13,10,Pembroke,0.989882,True,very confidence
864279568663928832,00:41:21,2017-05-16,12,10,bull_mastiff,0.668613,True,confidence
864197398364647424,19:14:50,2017-05-15,13,10,golden_retriever,0.945905,True,very confidence
863432100342583297,16:33:49,2017-05-13,12,10,Staffordshire_bullterrier,0.690517,True,confidence
863062471531167744,16:05:02,2017-05-12,13,10,French_bulldog,0.935804,True,very confidence
862096992088072192,00:08:34,2017-05-10,13,10,chow,0.677589,True,confidence
861383897657036800,00:54:59,2017-05-08,13,10,Cardigan,0.771008,True,confidence
861005113778896900,23:49:50,2017-05-06,12,10,German_shepherd,0.507951,True,confidence
860563773140209665,18:36:06,2017-05-05,13,10,Cardigan,0.583936,True,confidence
859851578198683649,19:26:06,2017-05-03,13,10,Labrador_retriever,0.899086,True,very confidence
859607811541651456,03:17:27,2017-05-03,13,10,golden_retriever,0.8955290000000001,True,very confidence
858843525470990336,00:40:27,2017-05-01,13,10,golden_retriever,0.57812,True,confidence
858471635011153920,00:02:42,2017-04-30,13,10,Pembroke,0.987407,True,very confidence
858107933456039936,23:57:28,2017-04-28,12,10,golden_retriever,0.863874,True,very confidence
857746408056729600,00:00:54,2017-04-28,13,10,Labrador_retriever,0.919832,True,very confidence
857393404942143489,00:38:11,2017-04-27,13,10,malamute,0.8415969999999999,True,very confidence
857263160327368704,16:00:39,2017-04-26,13,10,Samoyed,0.998021,True,very confidence
857029823797047296,00:33:27,2017-04-26,12,10,golden_retriever,0.968623,True,very confidence
856526610513747968,15:13:52,2017-04-24,14,10,Old_English_sheepdog,0.798481,True,confidence
856282028240666624,23:01:59,2017-04-23,14,10,Chihuahua,0.8765430000000001,True,very confidence
854732716440526848,16:25:34,2017-04-19,12,10,Pembroke,0.6955479999999999,True,confidence
854365224396361728,16:05:17,2017-04-18,13,10,Pembroke,0.90708,True,very confidence
854120357044912130,23:52:16,2017-04-17,14,10,black-and-tan_coonhound,0.8548610000000001,True,very confidence
853639147608842240,16:00:07,2017-04-16,13,10,German_shepherd,0.509879,True,confidence
852912242202992640,15:51:39,2017-04-14,12,10,Great_Dane,0.7837649999999999,True,confidence
852672615818899456,23:59:28,2017-04-13,12,10,golden_retriever,0.7112350000000001,True,confidence
851953902622658560,00:23:33,2017-04-12,13,10,Staffordshire_bullterrier,0.757547,True,confidence
850753642995093505,16:54:09,2017-04-08,11,10,pug,0.996952,True,very confidence
850019790995546112,16:18:05,2017-04-06,12,10,Shetland_sheepdog,0.759907,True,confidence
849412302885593088,00:04:08,2017-04-05,12,10,schipperke,0.907559,True,very confidence
848690551926992896,00:16:10,2017-04-03,12,10,flat-coated_retriever,0.8236479999999999,True,confidence
848324959059550208,00:03:26,2017-04-02,12,10,malamute,0.5445760000000001,True,confidence
847842811428974592,16:07:33,2017-03-31,12,10,Bernese_mountain_dog,0.951337,True,very confidence
846514051647705089,00:07:32,2017-03-28,13,10,golden_retriever,0.650003,True,confidence
846042936437604353,16:55:29,2017-03-26,12,10,golden_retriever,0.96111,True,very confidence
845812042753855489,01:38:00,2017-03-26,13,10,Samoyed,0.979803,True,very confidence
845677943972139009,16:45:08,2017-03-25,12,10,chow,0.8086810000000001,True,confidence
845306882940190720,16:10:40,2017-03-24,12,10,Irish_water_spaniel,0.567475,True,confidence
844973813909606400,18:07:10,2017-03-23,12,10,Labrador_retriever,0.742421,True,confidence
844704788403113984,00:18:10,2017-03-23,13,10,Labrador_retriever,0.980213,True,very confidence
844223788422217728,16:26:50,2017-03-21,12,10,Labrador_retriever,0.71951,True,confidence
843856843873095681,16:08:44,2017-03-20,12,10,Labrador_retriever,0.92254,True,very confidence
843235543001513987,22:59:54,2017-03-18,13,10,Pembroke,0.958452,True,very confidence
842892208864923648,00:15:37,2017-03-18,13,10,Chihuahua,0.50537,True,confidence
842535590457499648,00:38:32,2017-03-17,13,10,Pembroke,0.685084,True,confidence
842163532590374912,00:00:07,2017-03-16,12,10,French_bulldog,0.891227,True,very confidence
841680585030541313,16:01:03,2017-03-14,12,10,Chihuahua,0.547401,True,confidence
841314665196081154,15:47:01,2017-03-13,13,10,Afghan_hound,0.903712,True,very confidence
841077006473256960,00:02:39,2017-03-13,12,10,Brittany_spaniel,0.962985,True,very confidence
840632337062862849,18:35:42,2017-03-11,12,10,golden_retriever,0.711148,True,confidence
840268004936019968,18:27:58,2017-03-10,12,10,Chesapeake_Bay_retriever,0.8639870000000001,True,very confidence
839990271299457024,00:04:21,2017-03-10,13,10,Staffordshire_bullterrier,0.604938,True,confidence
839239871831150596,22:22:32,2017-03-07,13,10,Leonberg,0.927021,True,very confidence
838921590096166913,01:17:48,2017-03-07,13,10,Border_terrier,0.664538,True,confidence
838476387338051585,19:48:43,2017-03-05,13,10,Great_Pyrenees,0.997692,True,very confidence
838083903487373313,17:49:08,2017-03-04,13,10,chow,0.800975,True,confidence
837820167694528512,00:21:08,2017-03-04,12,10,golden_retriever,0.887625,True,very confidence
837471256429613056,01:14:41,2017-03-03,12,10,Norwegian_elkhound,0.976255,True,very confidence
837366284874571778,18:17:34,2017-03-02,13,10,American_Staffordshire_terrier,0.660085,True,confidence
837110210464448512,01:20:01,2017-03-02,13,10,Siberian_husky,0.767696,True,confidence
836260088725786625,17:01:56,2017-02-27,13,10,borzoi,0.564688,True,confidence
836001077879255040,23:52:43,2017-02-26,13,10,Samoyed,0.963558,True,very confidence
835574547218894849,19:37:50,2017-02-25,11,10,Staffordshire_bullterrier,0.6106550000000001,True,confidence
835172783151792128,17:01:22,2017-02-24,12,10,Border_collie,0.663138,True,confidence
834209720923721728,01:14:30,2017-02-22,12,10,golden_retriever,0.754799,True,confidence
833722901757046785,17:00:04,2017-02-20,13,10,West_Highland_white_terrier,0.918144,True,very confidence
833479644947025920,00:53:27,2017-02-20,13,10,golden_retriever,0.727039,True,confidence
833124694597443584,01:23:00,2017-02-19,12,10,Cardigan,0.7105229999999999,True,confidence
832998151111966721,17:00:10,2017-02-18,13,10,boxer,0.539036,True,confidence
832636094638288896,17:01:29,2017-02-17,12,10,Eskimo_dog,0.5250319999999999,True,confidence
832397543355072512,01:13:34,2017-02-17,12,10,Pekinese,0.988916,True,very confidence
832369877331693569,23:23:38,2017-02-16,11,10,kelpie,0.50469,True,confidence
832040443403784192,01:34:34,2017-02-16,12,10,miniature_pinscher,0.796313,True,confidence
832032802820481025,01:04:13,2017-02-16,12,10,whippet,0.601712,True,confidence
831911600680497154,17:02:36,2017-02-15,14,10,bloodhound,0.777562,True,confidence
831670449226514432,01:04:21,2017-02-15,13,10,Pembroke,0.6248020000000001,True,confidence
831650051525054464,23:43:18,2017-02-14,13,10,Eskimo_dog,0.530416,True,confidence
831322785565769729,02:02:51,2017-02-14,12,10,Old_English_sheepdog,0.999715,True,very confidence
831315979191906304,01:35:49,2017-02-14,13,10,briard,0.982755,True,very confidence
830583320585068544,01:04:29,2017-02-12,13,10,Labrador_retriever,0.908703,True,very confidence
829878982036299777,02:25:42,2017-02-10,12,10,golden_retriever,0.6173890000000001,True,confidence
829501995190984704,01:27:41,2017-02-09,12,10,French_bulldog,0.950851,True,very confidence
829374341691346946,17:00:26,2017-02-08,13,10,Staffordshire_bullterrier,0.757547,True,confidence
829141528400556032,01:35:19,2017-02-08,12,10,golden_retriever,0.57314,True,confidence
828650029636317184,17:02:17,2017-02-06,14,10,golden_retriever,0.649209,True,confidence
828376505180889089,22:55:23,2017-02-05,13,10,American_Staffordshire_terrier,0.5230859999999999,True,confidence
828372645993398273,22:40:03,2017-02-05,12,10,malamute,0.663047,True,confidence
828011680017821696,22:45:42,2017-02-04,11,10,American_Staffordshire_terrier,0.936662,True,very confidence
827933404142436356,17:34:40,2017-02-04,12,10,German_shepherd,0.8061149999999999,True,confidence
827199976799354881,17:00:17,2017-02-02,13,10,Great_Dane,0.8696809999999999,True,very confidence
826958653328592898,01:01:21,2017-02-02,12,10,golden_retriever,0.6173890000000001,True,confidence
826848821049180160,17:44:55,2017-02-01,13,10,Great_Pyrenees,0.858764,True,very confidence
826598365270007810,01:09:42,2017-02-01,13,10,French_bulldog,0.628119,True,confidence
826476773533745153,17:06:32,2017-01-31,12,10,German_shepherd,0.7418600000000001,True,confidence
826240494070030336,01:27:39,2017-01-31,11,10,French_bulldog,0.903048,True,very confidence
826204788643753985,23:05:46,2017-01-30,13,10,Labrador_retriever,0.782058,True,confidence
825829644528148480,22:15:05,2017-01-29,12,10,Great_Pyrenees,0.8534069999999999,True,very confidence
825535076884762624,02:44:34,2017-01-29,14,10,Rottweiler,0.681495,True,confidence
825026590719483904,17:04:02,2017-01-27,12,10,Eskimo_dog,0.524454,True,confidence
824775126675836928,00:24:48,2017-01-27,12,10,Border_terrier,0.610499,True,confidence
824663926340194305,17:02:56,2017-01-26,13,10,English_setter,0.526488,True,confidence
824325613288833024,18:38:36,2017-01-25,13,10,Pembroke,0.990793,True,very confidence
823269594223824897,20:42:21,2017-01-22,11,10,Samoyed,0.585441,True,confidence
822610361945911296,01:02:48,2017-01-21,12,10,cocker_spaniel,0.6644869999999999,True,confidence
822462944365645825,15:17:01,2017-01-20,14,10,Pomeranian,0.960199,True,very confidence
822244816520155136,00:50:15,2017-01-20,11,10,Samoyed,0.585441,True,confidence
821813639212650496,20:16:54,2017-01-18,12,10,Saint_Bernard,0.995143,True,very confidence
821765923262631936,17:07:18,2017-01-18,13,10,golden_retriever,0.980071,True,very confidence
821522889702862852,01:01:34,2017-01-18,13,10,Doberman,0.7635390000000001,True,confidence
821407182352777218,17:21:47,2017-01-17,14,10,Irish_setter,0.5054960000000001,True,confidence
821149554670182400,00:18:04,2017-01-17,12,10,German_shepherd,0.515933,True,confidence
821107785811234820,21:32:06,2017-01-16,11,10,Pomeranian,0.85659,True,very confidence
820749716845686786,21:49:15,2017-01-15,13,10,golden_retriever,0.8380120000000001,True,confidence
820446719150292993,01:45:15,2017-01-15,13,10,golden_retriever,0.938048,True,very confidence
820314633777061888,17:00:24,2017-01-14,14,10,Gordon_setter,0.940724,True,very confidence
819952236453363712,17:00:21,2017-01-13,13,10,American_Staffordshire_terrier,0.925505,True,very confidence
819588359383371776,16:54:26,2017-01-12,13,10,Cardigan,0.5479350000000001,True,confidence
819347104292290561,00:55:47,2017-01-12,12,10,Rottweiler,0.909106,True,very confidence
818145370475810820,17:20:31,2017-01-08,11,10,golden_retriever,0.621931,True,confidence
817777686764523521,16:59:28,2017-01-07,13,10,curly-coated_retriever,0.733256,True,confidence
817536400337801217,01:00:41,2017-01-07,12,10,pug,0.971358,True,very confidence
817415592588222464,17:00:38,2017-01-06,11,10,Doberman,0.806163,True,confidence
817181837579653120,01:31:47,2017-01-06,13,10,Tibetan_mastiff,0.506312,True,confidence
817120970343411712,21:29:55,2017-01-05,13,10,Saluki,0.568809,True,confidence
817056546584727552,17:13:55,2017-01-05,11,10,kelpie,0.8644149999999999,True,very confidence
816816676327063552,01:20:46,2017-01-05,12,10,malamute,0.668164,True,confidence
816697700272001025,17:27:59,2017-01-04,12,10,Chihuahua,0.756992,True,confidence
816336735214911488,17:33:39,2017-01-03,11,10,Labrador_retriever,0.91933,True,very confidence
816091915477250048,01:20:49,2017-01-03,12,10,Pomeranian,0.967345,True,very confidence
816014286006976512,20:12:21,2017-01-02,11,10,English_setter,0.677408,True,confidence
815966073409433600,17:00:46,2017-01-02,13,10,Tibetan_mastiff,0.506312,True,confidence
815736392542261248,01:48:06,2017-01-02,11,10,Border_collie,0.5489069999999999,True,confidence
815639385530101762,19:22:38,2017-01-01,12,10,German_shepherd,0.8179529999999999,True,confidence
814986499976527872,00:08:17,2016-12-31,11,10,dalmatian,0.999828,True,very confidence
814638523311648768,01:05:33,2016-12-30,12,10,golden_retriever,0.650814,True,confidence
814530161257443328,17:54:58,2016-12-29,12,10,miniature_poodle,0.626913,True,confidence
813910438903693312,00:52:25,2016-12-28,11,10,Siberian_husky,0.6993550000000001,True,confidence
813812741911748608,18:24:12,2016-12-27,14,10,French_bulldog,0.709146,True,confidence
813800681631023104,17:36:16,2016-12-27,12,10,malamute,0.501159,True,confidence
813217897535406080,03:00:30,2016-12-26,13,10,Samoyed,0.905972,True,very confidence
813202720496779264,02:00:11,2016-12-26,11,10,cocker_spaniel,0.701852,True,confidence
813187593374461952,01:00:05,2016-12-26,13,10,golden_retriever,0.888181,True,very confidence
813142292504645637,22:00:04,2016-12-25,13,10,beagle,0.848735,True,very confidence
813081950185472002,18:00:17,2016-12-25,11,10,Doberman,0.909951,True,very confidence
813066809284972545,17:00:08,2016-12-25,12,10,toy_terrier,0.7764,True,confidence
813051746834595840,16:00:16,2016-12-25,13,10,golden_retriever,0.914804,True,very confidence
812781120811126785,22:04:54,2016-12-24,10,10,bull_mastiff,0.989316,True,very confidence
812372279581671427,19:00:19,2016-12-23,13,10,golden_retriever,0.7848729999999999,True,confidence
811985624773361665,17:23:53,2016-12-22,11,10,Staffordshire_bullterrier,0.6105729999999999,True,confidence
811386762094317568,01:44:13,2016-12-21,11,10,Pembroke,0.804177,True,confidence
810896069567610880,17:14:23,2016-12-19,11,10,flat-coated_retriever,0.8208040000000001,True,confidence
810657578271330305,01:26:42,2016-12-19,11,10,malamute,0.753521,True,confidence
810284430598270976,00:43:57,2016-12-18,13,10,malamute,0.620768,True,confidence
809808892968534016,17:14:20,2016-12-16,12,10,Labrador_retriever,0.8616510000000001,True,very confidence
809220051211603969,02:14:29,2016-12-15,12,10,Pomeranian,0.8195110000000001,True,confidence
809084759137812480,17:16:53,2016-12-14,11,10,vizsla,0.911412,True,very confidence
808134635716833280,02:21:26,2016-12-12,13,10,cocker_spaniel,0.74022,True,confidence
808001312164028416,17:31:39,2016-12-11,12,10,Labrador_retriever,0.730959,True,confidence
807621403335917568,16:22:02,2016-12-10,14,10,golden_retriever,0.873233,True,very confidence
807106840509214720,06:17:20,2016-12-09,13,10,Chihuahua,0.50537,True,confidence
807010152071229440,23:53:08,2016-12-08,12,10,golden_retriever,0.610807,True,confidence
806542213899489280,16:53:43,2016-12-07,11,10,vizsla,0.938617,True,very confidence
806242860592926720,21:04:11,2016-12-06,12,10,Cardigan,0.593858,True,confidence
806219024703037440,19:29:28,2016-12-06,11,10,chow,0.835102,True,confidence
805958939288408065,02:15:59,2016-12-06,10,10,Irish_setter,0.574557,True,confidence
805932879469572096,00:32:26,2016-12-06,12,10,Norwegian_elkhound,0.657967,True,confidence
805520635690676224,21:14:20,2016-12-04,13,10,malinois,0.643147,True,confidence
804738756058218496,17:27:25,2016-12-02,12,10,Tibetan_mastiff,0.91579,True,very confidence
803773340896923648,01:31:12,2016-11-30,12,10,miniature_pinscher,0.817066,True,confidence
803692223237865472,20:08:52,2016-11-29,13,10,Lakeland_terrier,0.530104,True,confidence
802952499103731712,19:09:28,2016-11-27,12,10,chow,0.944032,True,very confidence
802572683846291456,18:00:13,2016-11-26,12,10,golden_retriever,0.610171,True,confidence
802265048156610565,21:37:47,2016-11-25,11,10,Labrador_retriever,0.8971620000000001,True,very confidence
802247111496568832,20:26:31,2016-11-25,13,10,Chihuahua,0.721188,True,confidence
801538201127157760,21:29:33,2016-11-23,12,10,Pembroke,0.550506,True,confidence
801167903437357056,20:58:07,2016-11-22,13,10,cocker_spaniel,0.74022,True,confidence
801115127852503040,17:28:25,2016-11-22,12,10,dalmatian,0.823356,True,confidence
800751577355128832,17:23:47,2016-11-21,12,10,cocker_spaniel,0.771984,True,confidence
800513324630806528,01:37:04,2016-11-21,11,10,Pembroke,0.8289040000000001,True,confidence
800141422401830912,00:59:15,2016-11-20,13,10,golden_retriever,0.938048,True,very confidence
799422933579902976,01:24:14,2016-11-18,12,10,miniature_pinscher,0.58363,True,confidence
799297110730567681,17:04:16,2016-11-17,11,10,malamute,0.985028,True,very confidence
798933969379225600,17:01:16,2016-11-16,12,10,Siberian_husky,0.703224,True,confidence
798925684722855936,16:28:21,2016-11-16,11,10,West_Highland_white_terrier,0.539463,True,confidence
798697898615730177,01:23:12,2016-11-16,10,10,Labrador_retriever,0.8686709999999999,True,very confidence
798694562394996736,01:09:57,2016-11-16,12,10,Chihuahua,0.615163,True,confidence
798628517273620480,20:47:30,2016-11-15,12,10,beagle,0.636169,True,confidence
798340744599797760,01:44:00,2016-11-15,11,10,papillon,0.53318,True,confidence
798209839306514432,17:03:50,2016-11-14,13,10,Pekinese,0.524583,True,confidence
797545162159308800,21:02:38,2016-11-12,12,10,Pembroke,0.954089,True,very confidence
797236660651966464,00:36:46,2016-11-12,12,10,collie,0.767005,True,confidence
796865951799083009,00:03:42,2016-11-11,12,10,Cardigan,0.8391290000000001,True,confidence
796177847564038144,02:29:25,2016-11-09,11,10,golden_retriever,0.600276,True,confidence
796149749086875649,00:37:46,2016-11-09,11,10,golden_retriever,0.600276,True,confidence
796116448414461957,22:25:27,2016-11-08,11,10,Cardigan,0.700182,True,confidence
796080075804475393,20:00:55,2016-11-08,12,10,chow,0.973846,True,very confidence
796031486298386433,16:47:50,2016-11-08,13,10,golden_retriever,0.893775,True,very confidence
795400264262053889,22:59:35,2016-11-06,12,10,golden_retriever,0.925494,True,very confidence
794355576146903043,01:48:22,2016-11-04,12,10,cocker_spaniel,0.500509,True,confidence
794332329137291264,00:15:59,2016-11-04,12,10,Samoyed,0.988307,True,very confidence
793962221541933056,23:45:19,2016-11-02,12,10,Labrador_retriever,0.8616510000000001,True,very confidence
793845145112371200,16:00:06,2016-11-02,13,10,Old_English_sheepdog,0.7652770000000001,True,confidence
793614319594401792,00:42:53,2016-11-02,13,10,golden_retriever,0.705092,True,confidence
793601777308463104,23:53:02,2016-11-01,12,10,miniature_pinscher,0.538981,True,confidence
793241302385262592,00:00:38,2016-11-01,13,10,golden_retriever,0.559308,True,confidence
793195938047070209,21:00:23,2016-10-31,12,10,Labrador_retriever,0.654762,True,confidence
793165685325201412,19:00:10,2016-10-31,12,10,golden_retriever,0.946224,True,very confidence
793120401413079041,16:00:13,2016-10-31,11,10,Labrador_retriever,0.7249439999999999,True,confidence
792773781206999040,17:02:53,2016-10-30,12,10,Yorkshire_terrier,0.912804,True,very confidence
792394556390137856,15:55:58,2016-10-29,12,10,cocker_spaniel,0.746387,True,confidence
792050063153438720,17:07:05,2016-10-28,11,10,komondor,0.942856,True,very confidence
791672322847637504,16:06:04,2016-10-27,13,10,golden_retriever,0.705092,True,confidence
791406955684368384,22:31:36,2016-10-26,12,10,Pembroke,0.972629,True,very confidence
791312159183634433,16:14:55,2016-10-26,12,10,miniature_pinscher,0.892925,True,very confidence
790698755171364864,23:37:28,2016-10-24,12,10,Bernese_mountain_dog,0.996541,True,very confidence
790337589677002753,23:42:19,2016-10-23,12,10,Pembroke,0.658808,True,confidence
789599242079838210,22:48:24,2016-10-21,12,10,Chesapeake_Bay_retriever,0.8788219999999999,True,very confidence
789268448748703744,00:53:56,2016-10-21,10,10,malamute,0.81286,True,confidence
789137962068021249,16:15:26,2016-10-20,12,10,Chihuahua,0.746135,True,confidence
788765914992902144,15:37:03,2016-10-19,12,10,cocker_spaniel,0.500509,True,confidence
788412144018661376,16:11:17,2016-10-18,11,10,golden_retriever,0.805238,True,confidence
788178268662984705,00:41:57,2016-10-18,13,10,Samoyed,0.73548,True,confidence
788150585577050112,22:51:57,2016-10-17,13,10,chow,0.814145,True,confidence
788070120937619456,17:32:13,2016-10-17,11,10,golden_retriever,0.735163,True,confidence
787717603741622272,18:11:26,2016-10-16,13,10,German_shepherd,0.992339,True,very confidence
787397959788929025,21:01:17,2016-10-15,11,10,Chihuahua,0.900483,True,very confidence
786963064373534720,16:13:10,2016-10-14,12,10,golden_retriever,0.915303,True,very confidence
786664955043049472,20:28:35,2016-10-13,12,10,Leonberg,0.512034,True,confidence
786595970293370880,15:54:28,2016-10-13,11,10,Pembroke,0.709512,True,confidence
786363235746385920,00:29:39,2016-10-13,13,10,golden_retriever,0.929266,True,very confidence
786036967502913536,02:53:11,2016-10-12,11,10,golden_retriever,0.99383,True,very confidence
784517518371221505,22:15:26,2016-10-07,11,10,malamute,0.757764,True,confidence
784431430411685888,16:33:21,2016-10-07,12,10,miniature_poodle,0.744819,True,confidence
783466772167098368,00:40:09,2016-10-05,11,10,Chihuahua,0.789,True,confidence
783391753726550016,19:42:03,2016-10-04,13,10,Norwegian_elkhound,0.87713,True,very confidence
783347506784731136,16:46:14,2016-10-04,11,10,Cardigan,0.611525,True,confidence
783334639985389568,15:55:06,2016-10-04,12,10,Cardigan,0.593858,True,confidence
782747134529531904,01:00:34,2016-10-03,11,10,golden_retriever,0.560699,True,confidence
782722598790725632,23:23:04,2016-10-02,10,10,Irish_setter,0.574557,True,confidence
782598640137187329,15:10:30,2016-10-02,11,10,malamute,0.8408709999999999,True,very confidence
782305867769217024,19:47:08,2016-10-01,12,10,briard,0.5044270000000001,True,confidence
781251288990355457,21:56:36,2016-09-28,11,10,Mexican_hairless,0.8877709999999999,True,very confidence
781163403222056960,16:07:23,2016-09-28,10,10,Shetland_sheepdog,0.973841,True,very confidence
780800785462489090,16:06:28,2016-09-27,11,10,Siberian_husky,0.951963,True,very confidence
